"Column1","Column3"
".1856	سعر الطماط في الدانوب دبل سعره في العثيم وبنده واسواق المزرعه والعثيم عرض عندهم كيلو عليك وكيلو علينا هذا سعر الطماط اجل كيف اسعار الخضار الثانيه الدانوب في العروض 👎🏻للاسف اني من الناس الي راح تقاطع الدانوب URL	","NOT_HS"
".1857	@USER 😂😂😂😂تقولين عادي والله بنعطيهم طهورنا ههههع لكنهم يحتبسون داخل الدار بغيناهم كمانا 😤	","NOT_HS"
".1858	@USER ههههههه <LF>هذي قيلولةالظهر با نص اليل😂👊<LF>نوم العوافي 🌹	","NOT_HS"
".1859	@USER جب اكرهج 😤	","NOT_HS"
".1860	#بايع_الكليجا<LF>عليه الحرام يوم شفت الفديو تذكرت الغنم يوم اجيب لها العلف اقسم بالله انحلال غير طبيعي <LF>لأسف البنات خفيفات عقل خلف الله على من رباكم👎	","Social Class"
".1861	صووداع اكره الفيسيولوجي 🔪🔪🔪 ابي اناام 😭	","NOT_HS"
".1862	#بايع_الكليجا<LF><LF>قناة العربيه 👎👎👎👎	","NOT_HS"
".1863	RT @USER لانُريد إفساد يوم #الخميس عليكم ولكن :<LF>ماذا يحدث لجسمك بعد ٣�  دقيقة فقط من تناول وجبة سريعة 🤢<LF>#مهندس_أغذية URL	","NOT_HS"
".1864	تبغى واحد اجنبي وهي شينه 🤮 ،، شوفوا ماشاء الله حمود كيف محظوظ  #داليا_مبارك URL	","NOT_HS"
".1865	RT @USER خووووووووووووششششششششششششششششششششششششششششش🔪 كللللللببببهههههه😡	","OFF"
".1866	@USER بكو على ريكي ال🐕	","NOT_HS"
".1867	@USER حسبي الله عليها 😡	","NOT_HS"
".1868	@USER مس على كيفهم،سنو8 وعشر المباراة، <LF>مباراة كرة قدم ،ولا عرس حريم عشان نلعب 8 وعشر بالليل،<LF>يقولون لازم اللاعب ما يسهر، وهم يسهرونه  يلعب،<LF>دول العالم تلعب.وحده الظهر،وثنتين، وثلاث واربع من الظهر ، واحنا يسهرونا لانصاف الليالي في الملاعب😡	","Ideaology"
".1869	@USER اسمها ايام ..😂😂👊🏼	","NOT_HS"
".1870	افففف استغفر الله 😣	","NOT_HS"
".1871	#سعوديات_نطلب_اسقاط_الولايه600<LF><LF>وحده تقول لزوجها :<LF><LF>اذا انا مت ما أبي أحد يغسلني غيرك يا الغالي !<LF><LF>قال لها زوجها :<LF>انتي بس توكلي على الله وقسم بالله حتى شعرك استشوره😂😂👊🏻🔪	","NOT_HS"
".1872	@USER لا أحبيبي انا بركب الناس بس 👊😂	","NOT_HS"
".1873	ياليت يا جماعه قبل ما تخافون من الحسد تسوون شي تنحسدون عليه بالأول 👊🏻	","NOT_HS"
".1874	سواقي يقول مدام اليوم قصو اثنين نفر واحد حرمه واحد رجال بس مدام دم مافي كثير🙉<LF>واضح ان فيه داعشي صغيرون جالس ينشأ داخله ياخي انت رايح تاخذ عظه وعبره مو تزعل عشان دم المقصوصين قليل😪	","Ideaology"
".1875	@USER ودك تبشره و تسحب و جهه مع الارض😷	","OFF"
".1876	انا الصراحه اكبر نفسيه💩💩💩	","NOT_HS"
".1877	#فيفا18 #نمط_المهنة ( اشترينا مهاجم مدافع وسط ب400 مليون !!! الدوري 😡😡 ) #FIFA18 CAREER	","NOT_HS"
".1878	@USER المدينة المنورة حلم😣	","NOT_HS"
".1879	الشاعر والروائي محمد كريم .. <LF>.<LF>بصقة كبيرة 😷 URL	","OFF"
".1880	يارب اقدر اصمل يارب ياوصخه لاترسلين عارفه نفسك😂👊	","OFF"
".1881	@USER آللهہ يسـتر على آلجمـيع ولآيبلآنآ<LF><LF>شـبآبنآ قبلهآ خرفنتهہم بنت ترآمـب🌚<LF>نفسـ مـسـتوى آلحيوآنيهہ ترآ ✌🐮🐏	","OFF"
".1882	@USER وش هالتلوووووث ووووع🤢	","NOT_HS"
".1883	وقت المصالح تجيك الكلاب مشتاقه🐕	","OFF"
".1884	الازرق و الوردي 😷 من مختار هالالوان 💔 URL	","NOT_HS"
".1885	#رحاال😡متى يتعظون URL	","NOT_HS"
".1886	@USER طيب خلك مع الاهلي 🐸	","Ideaology"
".1887	@USER قلبي ما داق النوم ولا يوم ولا هرتاح 🐒💖	","NOT_HS"
".1888	@USER الحمدلله شفتها بوقت متأخر ولا كان مغصتيي لين قلتي بس😡😭💔💔	","NOT_HS"
".1889	RT @USER أرتباط إيه اللي ينور وشگ . إنتي فاكره نفسك هترتبطي بلمبه ڤينوس . 😂🐸 URL	","NOT_HS"
".1890	عن شعور أخد مغادرة عال٩ عشان موعد الدكتور عال٩:٣�  و أوصل ٩:١٥ وتصير ١� :٣�  ولسه ما اجى موعدي!!!!!!!! 😡 URL	","NOT_HS"
".1891	#بايع_الكليجا<LF>ماغث قلبي غير ام الصوت الي تقول ي تبارك الرحمن وووع يا صوتها شكلها في مغارة عايشه ماقد شافت خير 😡	","OFF"
".1892	@USER من زود الفصله علمو على ورقتي عشاني بديت اجاوب بدري .. قالي احد الفاصلين ازاي عرفتي الصوره اية؟؟؟ وهو سؤال ما يحتاج 😡	","NOT_HS"
".1893	@USER يا اسفاه 🙁😔👎🏻	","NOT_HS"
".1894	اللطافه القاااااتله😣💖💖💖💖 URL	","NOT_HS"
".1895	RT @USER ؛يالرايح لبغداد مررر للچبايش 🌝💗<LF><LF>تلكةة العجل مربوط وي الهوايش 😹🐸💔<LF><LF>#دهش_من_حي_التنك <LF><LF>@USER	","NOT_HS"
".1896	@USER مين ياض المواطن الاسمر ده 👊😂	","NOT_HS"
".1897	#بايع_الكليجا<LF>طيب الحين هالبنات اللي ماعندهن حياء ولاعندهن خوف من الله مايفكرن ب شايب انحى ظهره وشاب راسه عشانهن ولا ب سمعه اخوانهن� � 	","Social Class"
".1898	RT @USER #بايع_الكليجا<LF>بالنسبة اللي حقن مع الكليجا هذا قلة ذوق وقلة تربية. ولو خقو  مع سعيد العويران اشرف لهم مالت بس 😷 😷😷😷 URL	","Social Class"
".1899	RT @USER حبيبي اليوم جانا غبار😷🤧<LF><LF>طيب حبيبتي ارسلي لي صورة<LF>جسمك وهو مغبر <LF><LF>لا حول ولا قوة الا بالله..😂😂💔<LF>يفكرها هايلكس  الكلب <LF><LF>😂😂😂😂😂😂	","OFF"
".1900	في حد بصحى بكنّس الساعة ٦ الصبح😤😤😤	","NOT_HS"
".1901	RT @USER شكله حساب وهمي ماله الا تغريدتين👎🏼ماعليك منه، وكفو خرجت من المعركة منتصرة😁🙌🏼	","NOT_HS"
".1902	@USER يازينه ماشاءالله 😢 قلبه كيف يقوى يقهره ويبكيه هالقد 👊🏻😢💔	","NOT_HS"
".1903	انا شخص مسؤول على كلامي وليس على فهمك🤮	","NOT_HS"
".1904	@USER شكلك بعد الحصار صرت إسم على مسمى ياجوعان .🐴حليب الحمير ماشبعك	","OFF"
".1905	@USER كثير يتمنون هالشيء بس انت تلعب بالنعمه 👎🏻	","NOT_HS"
".1906	@USER الله يحفظك لاهلك...ماله داعي✋🏻😷	","NOT_HS"
".1907	#تميم_قايدنا_وحمد_عدونا 😉هذي الخطه البديله يالرخوم صح😂 لعنكم الله يامجنسين عزمي 👎	","Race"
".1908	@USER ماتذكرينه 😷؟	","NOT_HS"
".1909	@USER يارب لك الحمد مابي اسب خلقة ربي بس ماقدر 😤	","NOT_HS"
".1910	@USER الكوليز 🤢	","NOT_HS"
".1911	يع ياكرهي للي يطلعون كلام كذب والاخيس الي يصدقون الكلام ويجون يسالونك🤢	","OFF"
".1912	من اخيس ما شفت في حياتي<LF><LF>مافي غير اليكسا وسترومن يستاهلون<LF><LF>🖕<LF><LF>#WWEChamber	","NOT_HS"
".1913	اصلا من وين بجيب لي رجل طبيعي ماعنده حركات انا اتفصخ على البحر وانتي تجلسين بحجابك تناظريني اذا سافرنا؟؟🤮 يععع كيف تستانس لحالك اصلا؟ الفكرة بانك تسبح وتقضي وقتك كله مع حبيبتك داخل البحر وعلى الرمل بشكل طبيعي بدون اغار ومدري ايش ياعمي وش استفيد من غيرتك اذا بتحرمني حياة طبيعية؟ URL	","NOT_HS"
".1914	@USER والامر الآخر ... الأبووووو وينه 😡😡	","NOT_HS"
".1915	@USER والله 👊	","NOT_HS"
".1916	#انا_مش_حتجوز_علشان<LF>ايه الهشتاج العبيط ده 🐸<LF>لا أنا هتجوز عشان يبقي ليا ونس وعزوة في الدنيا وزوج بينا مودة ورحمه 💚زي ما ربنا قال💚 وذريه نربيها تربيه كويسه تبقي شاهده علينا قدام ربنا 💚 الجواز عفه وسكن وحاجات حلوة كتير بس إحنا اللي بنسخر من كل حاجه دلوقت🐸	","NOT_HS"
".1917	لليله نزلت في تلفوني <LF>#كرت_شحن_10جنيه 😍<LF>تلفوني علق 💔🐸<LF>#المسكين_م_اتحمل_الصدمه 😹😹	","NOT_HS"
".1918	RT @USER فااقد لمن بي هونالك 😣😭	","NOT_HS"
".1919	@USER صراحه لا تعليق  .😴👎	","NOT_HS"
".1920	صارت الشك السناب لك @USER او لشخص ثاني 😷😷 تري عنده سناب ويقدر يصور نفسه 😷😷😷😷 #سنابات_غازي_الذيابي	","NOT_HS"
".1921	@USER هاذا غبي والا وش وضعه بدل م يحضن الطفل ويحسسه بالأبوه يقوله كذا 😡	","OFF"
".1922	تركت كل كراسي الجامعة واجت تعلك بصوت فوق راسي 😡👊🏻	","NOT_HS"
".1923	@USER ياشيخ كل بعر وعض ع شحمه بس.<LF>انتم مسخره والي وراكم ومدعوس عليكم ب البساطير 👞	","OFF"
".1924	لا تكفون والله بليز اللي فيني مكفيني يعني🤢 URL	","NOT_HS"
".1925	RT @USER في هاشتاق #أفضح_معنفك لا أحد ممن تعرض للتعنيف رد على معنفه بكلمةاوبلكمة👊أو قاوم الافعال الشنيعةالتي تعتبر تعدي عل…	","NOT_HS"
".1926	ترا هارديز ما فيه سبرايت و ماكدونلدز ما فيه ديو لا تخبلوني يرحم والديكم 😡😂😂	","NOT_HS"
".1927	@USER مرره ! صدق احس رحمته وع مقرفين حتى هو واضح مره حايمه كبده منهم 😷	","OFF"
".1928	@USER شاطر 😂😂😂😂😂😂😂<LF><LF>جدال طفل 🖕	","NOT_HS"
".1929	اليوم هناك من هوا فرحان و هناك من هوا زعلان رب ايفرج على الغلبان .دانا غلبان <LF>على قولة عادل امام ..😣😣	","NOT_HS"
".1930	@USER برضو خروفات🐑	","OFF"
".1931	@USER هيه وين عايشين تكلم زين 😤	","NOT_HS"
".1932	@USER اول مره اشوف واحد حلو ورزه وثقيل بالعاده مستخفين خرفاننا 🐑 😎	","OFF"
".1933	@USER الله يهديج بس👎🏻 <LF>كل واحد وفكره أنا اترفع بنفسي عنج وعن اسلوبج والحمدلله كلنا قطريات ماقلنا اللي تقولينه وهدي عنج هالسوالف وايد ابرك لج لانج بتدخلين في متاهات انتي مب قدها🚫	","NOT_HS"
".1934	RT @USER من غيرتحيه مع الذل والهوان للأتحادالسعودي 👎 URL	","Ideaology"
".1935	@USER أثر ( الرجال ) من الرجال اتغار 😂👊🏼	","NOT_HS"
".1936	واضح هذا الجيل اللي مو مستوعب الأمور على حقيقتها ومقلن ما يراد له أن يقوله... ولكن الاوضح والاتفه أن #شعيب_استغل ضعف شخصية الضيف وتفرعن عليه بطريقة حقيرة👎 URL	","Race"
".1937	@USER يعني مايقول هاه الا النساء 👊	","NOT_HS"
".1938	@USER وش عندها خلوده صافه مع البنات 😷<LF>يمه منك	","NOT_HS"
".1939	@USER جييل والله مدري وش يبي بالضبط 😷	","NOT_HS"
".1940	حدّي متنرفزه💩	","NOT_HS"
".1941	RT @USER 👦:تحبين منو؟؟😎<LF>👩:احب الاكل😋<LF>👦:قصدي من البشر؟؟😒<LF>👩:اللي يسون الاكل😋💋<LF>👦:اقصد شخص قريب<LF>لقلبك❤😤<LF>👩:اللي يعزمني ع الاكل😋<LF><LF>اعطوها راس غ…	","NOT_HS"
".1942	RT @USER والله الناقصه امك للاسف تحتاج منكم ان تكملوها اما نحن والله الحمد كاملين عقل ياناقص العقل لا واعلامي 🤢	","OFF"
".1943	RT @USER يعنى سايب الكلمات والمعانى وتقول بوسه 👊👊👊	","NOT_HS"
".1944	@USER الجلبريك بس اختيارك لثيم 👎	","NOT_HS"
".1945	RT @USER وفى عز النحس اللى انت فيه يجى واحد حمار يحسدك 🐸<LF>جتكوا نيله بهايم 😂✋	","OFF"
".1946	اسلوب دس السم في العسل باتت فاشله <LF>هذا الكويتب في جريدة الوطن اعتقد يبحث عن القليل من الشهره بطريقه مختلفه .. <LF>عموما ....<LF>لاحد يعطيه وجهه😷 <LF><LF> و ركبوا له مكبر صوت عند غرفة نومه مثله مثل السحيمي المختل لعل الشيطان اللي برأسه ينفر<LF>😀😀😀 URL	","OFF"
".1947	انا �  يا 🇾🇪	","NOT_HS"
".1948	#سوار_شعيب اتوقع اخبث من كذا مافيش شفت الحلقه كامله واستفزني الحوار بشكل كيف عاد الضيف 👎🏻 #بدر_الشعيفاني URL	","NOT_HS"
".1949	RT @USER مباشر #جدة | كبري الميناء جنوب جدة. 🙁😡<LF>#جده_الان URL	","NOT_HS"
".1950	RT @USER #شي_يقهرك <LF>لمن  واحد يقول  اعطي  نص ثروتي   واعرف السر اللي تخفيه عني<LF>  وثروته كلها  نعجتين 🐐🐐 وبطه 🦃<LF>🌚😜🏃	","NOT_HS"
".1951	@USER ههههههههههههههههههههههههههههههه🔪	","NOT_HS"
".1952	@USER قسم بالله يفشلووون خلاص شوية حياء ياهووووه فضحتنا 👊🏽	","OFF"
".1953	يوم اللخبطة العقلية👎🏻	","NOT_HS"
".1954	@USER مالج شغل براسي 😤	","NOT_HS"
".1955	RT @USER لازم قبل ما تتزوج اجنبيه تتأكد انها بتحبك عنجد 🐸🐸<LF>مش طمعانه بالجنسيه الاردنيه 💔🌚<LF>الاحتياط واجب 😅	","NOT_HS"
".1956	@USER اذا صار نششبه ويبي يعرف كل تفاصيل حياتي 🤢	","NOT_HS"
".1957	RT @USER _صار لك زمان ما تكلميني?! 😏<LF><LF>_هو انا عندي نفسيه اتكلم . انا احتمال اقطع علاقتي بنفسي اساساً.🐸😂😂✋	","NOT_HS"
".1958	@USER 😷😷😷😷😷 كريه	","OFF"
".1959	@USER ذا يع 🙄😡👇🏻<LF>يووووووووووووووًوًيلي 🤤😍👇🏻 URL	","NOT_HS"
".1960	اللهم عافنا فيمن عافيت🤢🤕	","NOT_HS"
".1961	@USER شعر الاباط🤮	","NOT_HS"
".1962	@USER ودي يمسكونك انت وامثاله ويخلونككم عبره لكل معتبر فاقد للرجوله 😎ماتقوم رجولتكم الا ع انثى بس 👎🏻	","Social Class"
".1963	@USER ع الدوام ولا ع النوم ههه🙄👊	","NOT_HS"
".1964	أختى المعلمه اكتبي وصيتك قبل تروحين مع سواقك اذا كان جنط 😡	","NOT_HS"
".1965	#حياتك23 اسلوب عبدالاله ينرفز ماينهضم😏😣	","OFF"
".1966	الله يحوم شبيحة بيب للحين يطبلون له 😣	","OFF"
".1967	RT @USER انا الوحيدة اللي شايفه مايستاهل كل دا ؟؟😷😷الله يشغلنا بطاعته URL	","NOT_HS"
".1968	ما هو رفيع اهو يا جماعة ومتجوز واحده بتنور ف الضلمة .. امال عمالين تعقدونا فى عيشتنا ليه بس 😒👊😂😂 URL	","OFF"
".1969	@USER تايوووووووووه بلوك 😢🔪🐝	","NOT_HS"
".1970	@USER ماشاء الله على التربية 🤢	","OFF"
".1971	@USER اي من مسوي الهاشتاغ هههههه ووصله للمسؤولين ؟؟ <LF><LF>كل هاشتاغ هو مسويه ومسوي عمره البطل !! هو قاعد يسوي ماركتنغ لنفسه على ظهرها ! وثاني يوم غير رايه هههههه <LF><LF>المثل يقول <LF><LF>العنز ماتشوف ذيلها<LF>🐐	","OFF"
".1972	RT @USER واحد بقول لصاحبه : وينك #بالضبط ؟!<LF>قاله:لا بالتطبيقات 🐸<LF><LF>جديدة هاي اللي بقول #بايخة بدي احطو بالأستديو <LF>😂🤦‍♀🤦‍♀🤦‍♀🤦‍♀😹😹😹😹😹😹😹😹😹…	","NOT_HS"
".1973	@USER ماعندك الى الهياط أتخسى واتعقب 👞	","OFF"
".1974	#بايع_الكليجا <LF>💩: بنات آخر زمن ما في تربية وخوف من الله<LF> :👸 URL	","Social Class"
".1975	RT @USER اهلك عايزينك ا حسن منهم،واما تبقى احسن منهم يقلولك عيش عيشة اهلك 🐸😂	","NOT_HS"
".1976	@USER والله يا وجهها يجيب الهم 🤢	","OFF"
".1977	RT @USER - ليفربول مع كوتينهو: ٢�  مباراة، ٨ فوز، ١�  تعادل، ٢ هزائم. نسبة الفوز ٤� ٪ 😣!<LF>- ليفربول بدون كوتينهو: ٢�  مباراة، ١٥ فوز، ٢ تعاد…	","NOT_HS"
".1978	@USER شتقصدين ؟ � 	","NOT_HS"
".1979	@USER ناطرج😤	","NOT_HS"
".1980	@USER انا كيف جبتك وسطهم😤😤😤😤🏃🏻🏃🏻🏃🏻🏃🏻	","NOT_HS"
".1981	اللَّهُمَّ بَلِّغْنا رَمَضَانَ وَأَعِنَّا عَلَى صِيَامِهِ وَقِيَامِهِ عَلَى الوَجْهِ الّذِي يُرْضِيكَ عَنَّا!!!😍<LF>👊✌️✊ (Ahmed Khaallaf.) 👊✌️✊<LF>👉👉🌱WORLD KAPO🌱👉CAPITANO URL	","NOT_HS"
".1982	@USER وين مختفي 😡	","NOT_HS"
".1983	@USER ريان 😂😂<LF>واخيرا جيت وسألتك ..خير مل عملت  انك ندمان 🙉	","NOT_HS"
".1984	RT @USER وگيف آخبر آحبتي الموتا بمن آوجعني ،<LF>من بعدهم  ،<LF>گيف اخبرهم رحمهم الله .. 😣💔.	","NOT_HS"
".1985	#بايع_الكليجا                                                  هزلت 👎🏼	","NOT_HS"
".1986	RT @USER أنا بعيش أوسخ فترات الضغط النفسي والعصبي، أنا مش كويسه، ومش عارفه أكون كويسه..🐸✋	","OFF"
".1987	@USER معليك معليك هو بيضيع السالفه علينا هاا اجل الغاله  🙄🔪	","NOT_HS"
".1988	يحاولون ويحاولون ويحاولون وهم وبدون ماتكلف ع نفسك بحرف يكفيك الرد عليهم بافعالهم المقززه فعلآ 😷<LF><LF>#سعوديه_الاصل_و_المنشا URL	","OFF"
".1989	@USER ايووه نفسه صح 🙉 بس حقت FFXV اخف كلام <LF>من DW9 ✨ ، جربي واعطيني خبر عشان اختي<LF>بعد حابة تغير من الياباني للانجليزي .	","NOT_HS"
".1990	@USER تكفى ي مزيونن👊	","NOT_HS"
".1991	@USER ي شينك بس 😒😒🔪🔪 لق لق لق ع الفاضي حاشر نفسك ف كل هاشتاق ي فيلسوف زمانك 🙄🙄🙄🙄🙄🙄	","OFF"
".1992	@USER حلال فيه يحطونه هو بكبره في التانكي ويرجعونه الصحراء� 	","OFF"
".1993	@USER الله لايرده لاهو ولا ولده السمسار 👊🏼👊🏼	","OFF"
".1994	@USER عيب عليك العراق اشرف منك ياحمار ياعملاء امريكا<LF>🐴🐴🐴	","Race"
".1995	@USER اش تبينا نسوي يعني مثلا .. وصلت لين بعنا كليجه ومانتم مقتنعين اش نسويلكم😣	","NOT_HS"
".1996	العيوزه يت والكلاس بعده مابدا😡	","NOT_HS"
".1997	@USER 👊🏼😂💔 حد يكون حزين وقت الصباح ؟ انزين حموه !	","NOT_HS"
".1998	'<LF><LF>.<LF><LF>.<LF><LF>لا تعطي الفرصة<LF>لمن يهملك ولا يعرف قيمتك ...👊🏻!!!	","NOT_HS"
".1999	@USER شو واضح والله احبكم كلكم سوالف وضحك ومزاح👊👋🤣🤣	","NOT_HS"
".2000	RT @USER توى الناس😆👊	","NOT_HS"
".2001	#بايع_الكليجا <LF>حنا يالبنات اذا شفنا شيىء حلو قلنا حلو ونتفق على عليه .. بس النقص عند  بعض الشباب وغيرتهم الزايده 😤😤	","Social Class"
".2002	@USER ايه التربيه الوسخة دي اصلا مفيش تربية لأنك خروف بتاكل تبن وبتشرب لبن حمير انا مش هشتمك لأنك أوسخ من الوساخة يا ابن الاوساخ روح نهق بعيد ياحمار دي مش شتيمة علي فكرة ده وصف بسيط ليك 👊👊👊👊	","OFF"
".2003	#بايع_الكليجا أزعجتونا فيه 👊🏻	","NOT_HS"
".2004	@USER صح .. خلي الناس لما تسوي سيرش في تويتر تلاقي عنك معلومات ، مو منك ياخي 🐕	","NOT_HS"
".2005	والله ازين شي سواه محمد بن سلمان هالضرايب <LF>كسر ظهور الشيبان الي كل همه ياخذ الثانيه معفنين 😷<LF> #سعودياتxنطلبxاسقاطxالتعدد٦� � 	","Race"
".2006	@USER مينوز ما تطلع الهريدي الجواي حيطخك والله � 	","NOT_HS"
".2007	وش ذا القرف متى بيخلص ذا اليوم🤢	","OFF"
".2008	RT @USER مقولة عسكرية :<LF>إذا كان الطريق على ما يرام إحذر فهناك كمين !!!!!!!!!! بمناسبة القرار الدولي 😤	","NOT_HS"
".2009	RT @USER صباح الخير 🐸 URL	","NOT_HS"
".2010	@USER لا شيلات 🤢	","NOT_HS"
".2011	ابي اتغدا ميتت من الجوع بعد شيل وحط مع الزكاه والتامينات 😤<LF>قال ايش ادفع ثلاث ميه الف سلامات والله لو انا ولد الراجحـي 🙄 URL	","NOT_HS"
".2012	خلاص ياخفيفات درينا انه حلو قطيعه تقطعكم انتم وياه 🤮🤮 #بايع_الكليجا	","OFF"
".2013	يالله للحين راسي مصدع من الخياس🤮	","NOT_HS"
".2014	@USER والله عيب الي قاعد يصير ، مو من حقكم اصلن تطلفون بلأمور ذي !!! 👎🏼💔💔💔💔	","OFF"
".2015	لا ورافع حاجبه يعني بخققهم😷 URL	","NOT_HS"
".2016	@USER اللي يقول صامووولي 🤢	","NOT_HS"
".2017	@USER اي والله جد😡	","NOT_HS"
".2018	RT @USER كانت تجيني حالات غريبه فجأه بتصير معي  بس روح ع الجامعة متفائل وبرجع ع البيت بفكر بيع غنم 🌚<LF>يبدو قرب هالتهيؤ يصير واقع 🐑🐑🐑	","NOT_HS"
".2019	وش بلاك عبدالاله😷😷😷<LF>تخرب على المجموعه ليش؟؟؟؟<LF>#حياتك23	","NOT_HS"
".2020	يا عررره😂😂😢👊 URL	","OFF"
".2021	@USER ظريف مشاء الله 😂😂😭👊🏻	","NOT_HS"
".2022	يا عسل — 🐸🐸 URL	","NOT_HS"
".2023	RT @USER الضب وأتوقع كل البنات يتفقون معي 😭<LF>صراحة مدري كيف بعض الناس يتحملون ياكلونه 🤢💔.<LF>اللي ما تتحمل تاكله ترفع يدها✋🏻♥️.<LF>#شي_لوي…	","NOT_HS"
".2024	نظامهم واحد .🔪 URL	","NOT_HS"
".2025	@USER بلوك ثلاثتكم <LF>ازعجتوني 😤	","NOT_HS"
".2026	تويتر قاعد يتلوث بالتعليقات و الردود المليانة كراهية و حقد و بغض 😷🤢	","OFF"
".2027	@USER رونالدو نايجكم نيج 🖕🖕	","Ideaology"
".2028	@USER اذبحك اولاه 😑🔪	","OFF"
".2029	@USER ياويلك من الله افجعتني 😤😤😤😤	","NOT_HS"
".2030	@USER مره م يضحك ترا🙂🔪	","NOT_HS"
".2031	RT @USER كدا ي ندا مش عايزا تشوفي لابن خالتك عريس 😂👊🏼<LF>ينفع كدا ي بنات💃🏼😂	","NOT_HS"
".2032	#بايع_الكليجا اعطوه اكبر من حجمه فعلًا ان لم تستحي فاصنع ماشئت🐑🐑🐑	","OFF"
".2033	الانثى 👩 الحساسه هي اكثر <LF>النساء براءه واكثرهم بساطه...☺️🦄💜	","NOT_HS"
".2034	#صلاه_الجنازه_القادمه_انت قاعده اقول لامي اسمع صوت ب اذني قالت بتموتين فتحت تويتر طلع لي التاق ذا 🙂💔💔💔🔪	","NOT_HS"
".2035	@USER مشكلة البعير مايشوف عوج رقبته .<LF>بالله اصص قسم كمية قرف من المستشرفين ذول كرهوني بالمجالس .. مايخلي وحده مايتغزل فيها واول مايشوف سعوديه تغزلت بواحد ماترك كلمة وصخه مايقولها عنها . 🤮 <LF>الدعوه صارت مناقره بين المستشرفين والمستشرفات	","Race"
".2036	@USER طَيب 😂👊	","NOT_HS"
".2037	RT @USER هففففففف وبعدين مع مضارطنا الكبار😡 URL	","NOT_HS"
".2038	غير ان السلطانات اشكالهم تضحك ما يطّلع منهم الا سيديف 🤒 ، امانة قولوا انكم تمزحون 😷💔	","NOT_HS"
".2039	@USER اطلعت ريحه حفاظتك انقلعي😷😷😷😷	","OFF"
".2040	#بايع_الكليجا اقول انثبرن بس تراه متزوج واستحن على وجيهكن ماعاد في حياء 😤	","Social Class"
".2041	@USER الله يخلف على من جابك كذا انا عرفت عقليتك من اي نوع 👞	","OFF"
".2042	RT @USER ة🖕🏻 URL	","NOT_HS"
".2043	- قبل ما يتحدث السناب كنت أفوتو مرة بالإسبوع هلأ مع تحديث السناب بطلت أفوتو أصلاً 🐸	","NOT_HS"
".2044	@USER هههههههه لاتثريبه 👊😂😂😂	","NOT_HS"
".2045	ماشاء الله ، كامل والكمال لله<LF>جمال ورزه وطول وهيبه يشلع القلب شلع💓<LF>كل الشباب اللي ينتقدون هنا خفو غيره حبايبي🤪👊🏻 <LF>#بايع_الكليجا	","NOT_HS"
".2046	RT @USER ياصبر الأرض اللي يمشي عليها القط الصغير المتعاطي 😷<LF>#WWEChamber <LF>#EliminationChamber	","OFF"
".2047	@USER اقالة المدرب عذر للإداره ، عندنا فريق منافس و لاعبين جيدين ولكن المدرب اخطأ ما بنشوف تعاقدات قد الطموح و اذا صارت ! سلم لي على #الوصل 👎🏼	","NOT_HS"
".2048	@USER والله استحيت وتفشلت من تصرفهم ولو انو مالي شغل 😣	","NOT_HS"
".2049	لبس لكم كمامه😷<LF>واضح إنه مايبغى الشهره <LF>وإنه متضايق وموعاجبه الوضع<LF>ينرحم خلاص خلوه يترزق الله <LF>بدون جمهره ومُضايقات 🙂✋🏻<LF><LF> #بايع_الكليجا	","NOT_HS"
".2050	@USER مش معلمة دي مجرمة� 	","OFF"
".2051	@USER الله لنا لو اوزع ذهب بالمجاني محد عطاني وجه😣	","NOT_HS"
".2052	RT @USER -أنا مش قادره أصدق انك بتخونى...!<LF>=طب استنى هاوريكى صور😂👏👊	","NOT_HS"
".2053	@USER الله يرحمه ذبحته 😡	","NOT_HS"
".2054	اعوذ بالله 😕🤦🏻‍♀️كنت مشتهية آيسكريم لمّا شفته طاب خاطـري 😣 URL	","NOT_HS"
".2055	@USER مهند اجنبي 😂😂🐸	","NOT_HS"
".2056	#بايع_الكليجا يارب ينحذف هالتاق لانه شئ يفشل😷	","OFF"
".2057	الله الله افهم انو هذي نصيحه ايش التخلف هذا إن شاء الله تكون انت والله جالس يفاول بعد ناقصينك احنا مالت عليك🙂👊 #صلاه_الجنازه_القادمه_انت	","OFF"
".2058	@USER ادارة فاااشلة 😡😡😡😡😡😡😡😡😡😡😡😡😡👎🏽👎🏽👎🏽👎🏽👎🏽	","OFF"
".2059	#بايع_الكليجا<LF>مره مره مره فوق ماتتصورون تافهيين للاسف 👎<LF>وش عليكم منه جميل ولا بشع وش بيفيدكم جماله مثلاً !! هذي مو دروبك يا أخت الإسلام <LF>يوسف عليه السلام مع انه ماخذ نصف جمال العالم مع كذا الله مامدح جماله بل مدح تقواه وعفته .<LF>فوقوا على نفسكم شوي .	","NOT_HS"
".2060	وضعي اليوم بالذااااات 😡🤬 URL	","NOT_HS"
".2061	RT @USER لما اكتب تويتايه او اعمل كوميك ويضحكني 🐸😂 URL	","NOT_HS"
".2062	#بايع_الكليجا  ي عيال كيف نحذف الهشتاق زودوها البنات حيل 😡😡😡	","NOT_HS"
".2063	ما يعرفون يقولون جمله حلوه 🙃 أحتاج أحد يعلمني أساسيات التعرف على أصدقاء 🙃🔪 URL	","NOT_HS"
".2064	@USER قسم بالله شيء يغبن 😡😡😡	","NOT_HS"
